genres,id,imdb_id,original_title,overview,poster_path,release_date,revenue,runtime,spoken_languages,tagline,title,vote_average,vote_count,backdrop_path,cast,crew,keywords
"[""Action"", ""Thriller""]",6623,tt0119874,The Peacemaker,"When a train carrying atomic warheads mysteriously crashes in the former Soviet Union, a nuclear specialist discovers the accident is really part of a plot to cover up the theft of the weapons. Assigned to help her recover the missing bombs is a crack Special Forces Colonel.",/hc3p6pvIrfO4AmrVLb6qTviOwW2.jpg,9/26/1997,0,124,"[""English"", ""Pусский"", ""Srpski"", ""Bosanski"", ""Hrvatski""]",How do you get the world's attention?,The Peacemaker,5.8,263,/lwEuFWTUsXbQWF6wU3Ui7mcAoId.jpg,"[""George Clooney"", ""Nicole Kidman"", ""Marcel Iureș"", ""Goran Visnjic"", ""Armin Mueller-Stahl"", ""Tamara Tunie"", ""Aleksandr Baluev"", ""Rene Medvešek"", ""Gary Werntz"", ""Randall Batinkoff"", ""Jim Haynie"", ""Alexander Strobele"", ""Holt McCallany"", ""Michael Boatman"", ""Joan Copeland"", ""Carlos Gómez"", ""Slavko Juraga"", ""Aleksandr Peskov"", ""Dejan Aćimović"", ""Harsh Nayyar"", ""Matt Adler"", ""Aleksandr Yatsko"", ""Jared Chandler""]","[""Mimi Leder"", ""Branko Lustig"", ""Walter F. Parkes"", ""Michael Grillo"", ""Laurie MacDonald""]","[""helicopter"", ""terrorist"", ""nuclear missile"", ""bridge"", ""train crash"", ""train"", ""woman director""]"
"[""Crime"", ""Drama"", ""Mystery"", ""Thriller""]",2118,tt0119488,L.A. Confidential,Three detectives in the corrupt and brutal L.A. police force of the 1950s use differing methods to uncover a conspiracy behind the shotgun slayings of the patrons at an all-night diner.,/lWCgf5sD5FpMljjpkRhcC8pXcch.jpg,9/19/1997,126216940,138,"[""English""]",Everything is suspect... Everyone is for sale... And nothing is what it seems.,L.A. Confidential,7.7,1340,/fGbM2cqPauRu7ALFPSTDBH9FgpU.jpg,"[""Kevin Spacey"", ""Guy Pearce"", ""Danny DeVito"", ""James Cromwell"", ""Kim Basinger"", ""Russell Crowe"", ""David Strathairn"", ""Ron Rifkin"", ""Matt McCoy"", ""Paul Guilfoyle"", ""Paolo Seganti"", ""Elisabeth Granli"", ""Sandra Taylor"", ""Steve Rankin"", ""Graham Beckel"", ""Simon Baker"", ""Allan Graf"", ""Symba"", ""Bob Clendenin"", ""Lennie Loftin"", ""Will Zahrn"", ""Amber Smith"", ""Darrell Sandeen"", ""Michael Warwick"", ""Shawnee Free Jones"", ""Thomas Rosales, Jr."", ""Norman Howell"", ""Brian Lally"", ""John Mahon"", ""Tomas Arana"", ""Michael McCleery"", ""Jack Conley"", ""Jack Knight"", ""Gene Wolande"", ""Michael Chieffo"", ""Ingo Neuhaus"", ""Jim Metzler"", ""Jeremiah Birkett"", ""Salim Grant"", ""Marisol Padilla Sánchez"", ""Jeff Sanders"", ""Steven Lambert"", ""Jordan Marder"", ""Gregory White"", ""April Breneman"", ""Brenda Bakke"", ""Rebecca Klingler"", ""Irene Roseen"", ""Scott Eberlein"", ""David St. James"", ""Jeff Austin"", ""Robert Foster"", ""Robert Thompson"", ""Don Pulford"", ""Jan Citron"", ""Scott McKinley"", ""George Oliver"", ""Jimmy Ortega"", ""Gilbert Rosales"", ""Nectar Rose"", ""Rocco Salata"", ""Dell Yount""]","[""Curtis Hanson"", ""Curtis Hanson"", ""Arnon Milchan"", ""David L. Wolper"", ""Dan Kolsrud"", ""Michael G. Nathanson""]","[""corruption"", ""detective"", ""shotgun"", ""morgue"", ""f word"", ""domestic violence"", ""corpse"", ""crime"", ""district attorney"", ""bandage"", ""movie star"", ""man with glasses"", ""knife in thigh"", ""good cop bad cop"", ""switchblade"", ""call girl"", ""1950s"", ""falsifying""]"
"[""Adventure"", ""Drama"", ""History""]",978,tt0120102,Seven Years in Tibet,"Austrian mountaineer, Heinrich Harrer journeys to the Himalayas without his family to head an expedition in 1939. But when World War II breaks out, the arrogant Harrer falls into Allied forces' hands as a prisoner of war. He escapes with a fellow detainee and makes his way to Llaso, Tibet, where he meets the 14-year-old Dalai Lama, whose friendship ultimately transforms his outlook on life.",/5euQXAgJ34TdUFl1t3O6Jw2lJAs.jpg,9/12/1997,131457682,136,"[""English""]",At the end of the world his real journey began.,Seven Years in Tibet,7,644,/dgiOBykxfUAtb01VUnkHsTCwfsG.jpg,"[""Brad Pitt"", ""Jamyang Jamtsho Wangchuk"", ""David Thewlis"", ""BD Wong"", ""Mako"", ""Ingeborga Dapkunaite"", ""Lhakpa Tsamchoe"", ""Duncan Fraser"", ""Danny Denzongpa"", ""Victor Wong""]","[""Jean-Jacques Annaud"", ""Jean-Jacques Annaud"", ""Iain Smith"", ""John H. Williams""]","[""buddhism"", ""himalaya"", ""austria"", ""mountain"", ""buddhist monk"", ""world war ii"", ""prisoners of war"", ""monsoon"", ""tibet"", ""dalai lama"", ""mountaineer"", ""lhasa"", ""wedding""]"
"[""Drama"", ""Mystery"", ""Thriller"", ""Crime""]",9437,tt0119468,Kiss the Girls,"Forensic psychologist Alex Cross travels to North Carolina and teams with escaped kidnap victim Kate McTiernan to hunt down ""Casanova,"" a serial killer who abducts strong-willed women and forces them to submit to his demands. The trail leads to Los Angeles, where the duo discovers that the psychopath may not be working alone.",/25h5I3E3ydhazsPDnscWHivq5pn.jpg,10/3/1997,60527873,115,"[""English"", ""普通话""]",Smart Girls. Pretty Girls. Missing Girls.,Kiss the Girls,6.2,353,/y319VH0gIFie6KEO5L4nHhxxQUw.jpg,"[""Morgan Freeman"", ""Ashley Judd"", ""Cary Elwes"", ""Alex McArthur"", ""Tony Goldwyn"", ""Jay O. Sanders"", ""Bill Nunn"", ""Brian Cox"", ""Richard T. Jones"", ""Roma Maffia"", ""Jeremy Piven"", ""Gina Ravera"", ""William Converse-Roberts"", ""Helen Martin"", ""Tatyana Ali"", ""Mena Suvari"", ""Heidi Schanz"", ""Rick Warner""]","[""David Brown"", ""Gary Fleder"", ""C.O. Erickson"", ""Joe Wizan"", ""Steve Wizan""]","[""washington d.c."", ""covered investigation"", ""investigation"", ""north carolina"", ""missing person""]"
"[""Drama"", ""Thriller"", ""Mystery""]",2649,tt0119174,The Game,"In honor of his birthday, San Francisco banker Nicholas Van Orton, a financial genius and a coldhearted loner, receives an unusual present from his younger brother, Conrad -- a gift certificate to play a unique kind of game. In nearly a nanosecond, Nicholas finds himself consumed by a dangerous set of ever-changing rules, unable to distinguish where the charade ends and reality begins.",/4UOa079915QjiTA2u5hT2yKVgUu.jpg,9/12/1997,109423648,129,"[""广州话 / 廣州話"", ""Deutsch"", ""English""]",What do you get for the man who has everything?,The Game,7.5,1556,/k7GM13qRYSour3lk90Dq1EwdpoW.jpg,"[""Michael Douglas"", ""Sean Penn"", ""Deborah Kara Unger"", ""James Rebhorn"", ""Spike Jonze"", ""Anna Katarina"", ""Armin Mueller-Stahl"", ""Carroll Baker"", ""Scott Hunter McGuire"", ""Elizabeth Dennehy"", ""Daniel Schorr"", ""John Aprea"", ""Charles Martinet"", ""Caroline Barclay"", ""Peter Donat"", ""Florentine Mocanu"", ""Kimberly Russell"", ""Gerry Becker"", ""Jarion Monroe"", ""Joe Frank"", ""Harrison Young"", ""Tommy Flanagan"", ""Kat Kilkenny"", ""John Cassini"", ""Harris Savides"", ""Victor Talmadge"", ""Keena Turner"", ""Owen Masterson"", ""Yuji Okumoto"", ""Hideo Kimura"", ""Rachel Flanagan"", ""Mark Boone Junior"", ""Joy Ann Ryan"", ""Jack Kehoe"", ""Christopher John Fields"", ""Linda Manz"", ""Duffy Gaver"", ""Bob Stephenson"", ""John Hammil"", ""Rachel Steinberg"", ""George Maguire"", ""Trish Summerville"", ""Jason Kristofer"", ""Lily Soh Froehlich"", ""Charles Branklyn"", ""Michael Massee""]","[""Steve Golin"", ""Jonathan Mostow"", ""David Fincher"", ""Ceán Chaffin""]","[""brother brother relationship"", ""birthday"", ""danger of life"", ""birthday party"", ""surprising""]"
"[""Comedy"", ""Drama"", ""Romance""]",2255,tt0118842,Chasing Amy,"Holden and Banky are comic book artists. Everything is going good for them until they meet Alyssa, also a comic book artist. Holden falls for her, but his hopes are crushed when he finds out she's a lesbian.",/eFhPqkNmRDfRHyQiUzUdoQjpwgh.jpg,4/4/1997,12021272,113,"[""English""]",It's not who you love. It's how.,Chasing Amy,6.7,441,/9dsOweKYJ6XAJteBIKEGOI0T2bf.jpg,"[""Ben Affleck"", ""Joey Lauren Adams"", ""Jason Lee"", ""Dwight Ewell"", ""Jason Mewes"", ""Kevin Smith"", ""Ethan Suplee"", ""Scott Mosier"", ""Casey Affleck"", ""Matt Damon"", ""Brian O'Halloran"", ""Carmen Llywelyn"", ""Guinevere Turner"", ""Joe Quesada"", ""Illeana Douglas"", ""Welker White""]","[""Scott Mosier"", ""Kevin Smith""]","[""new jersey"", ""coming out"", ""love of one's life"", ""bisexuality"", ""menage a trois"", ""comic book"", ""comic-strip artist"", ""independent film"", ""lesbian"", ""best friend""]"
"[""Horror"", ""Thriller"", ""Mystery""]",3597,tt0119345,I Know What You Did Last Summer,"As they celebrate their high school graduation, four friends are involved in a hit-and-run accident when their car hits and apparently kills a pedestrian on an isolated roadway. They dispose of the body and vow to keep the incident a secret, a year later somebody starts sending them letters bearing the warning ""I Know What You Did Last Summer.""",/7OfTWTQEvPcwPrOdeLH0F3h6GRZ.jpg,10/17/1997,125586134,100,"[""English""]","If you're going to bury the truth, make sure it stays buried.",I Know What You Did Last Summer,5.6,698,/tU5CdvDGQRGMfjDIfWmeUKh3ZKk.jpg,"[""Jennifer Love Hewitt"", ""Sarah Michelle Gellar"", ""Ryan Phillippe"", ""Freddie Prinze Jr."", ""Bridgette Wilson"", ""Johnny Galecki"", ""Muse Watson"", ""Anne Heche"", ""Stuart Greer"", ""Dan Albright"", ""Rasool J'Han""]","[""Jim Gillespie"", ""Stokely Chaffin"", ""Erik Feig"", ""Neal H. Moritz"", ""William S. Beasley""]","[""secret"", ""blackmail"", ""fisherman"", ""police"", ""high school"", ""cover-up"", ""friends"", ""revenge"", ""murder"", ""pageant"", ""slasher"", ""teenager"", ""killer""]"
"[""Thriller"", ""Science Fiction"", ""Mystery"", ""Romance""]",782,tt0119177,Gattaca,"Science fiction drama about a future society in the era of indefinite eugenics where humans are set on a life course depending on their DNA. The young Vincent Freeman is born with a condition that would prevent him from space travel, yet he is determined to infiltrate the GATTACA space program.",/eSKr5Fl1MEC7zpAXaLWBWSBjgJq.jpg,9/7/1997,12532777,106,"[""English"", ""Esperanto""]",There is no gene for the human spirit.,Gattaca,7.5,1846,/hPsCR1ny6GnctJkWqeJwihTDD7T.jpg,"[""Ethan Hawke"", ""Jude Law"", ""Gore Vidal"", ""Uma Thurman"", ""Alan Arkin"", ""Xander Berkeley"", ""Jayne Brook"", ""William Lee Scott"", ""Loren Dean"", ""Ernest Borgnine"", ""Tony Shalhoub"", ""Una Damon""]","[""Andrew Niccol"", ""Danny DeVito"", ""Michael Shamberg"", ""Stacey Sher""]","[""paraplegic"", ""suicide attempt"", ""cheating"", ""dna"", ""spaceman"", ""new identity"", ""heart disease"", ""false identity"", ""blood sample"", ""biotechnology"", ""space mission"", ""dystopia"", ""investigation"", ""genetics"", ""hostility"", ""exercise"", ""eugenics"", ""dystopic future""]"
"[""Action"", ""Comedy""]",10890,tt0083131,Stripes,"John Winger, an indolent sad sack in his 30s, impulsively joins the U.S. Army after losing his job, his girlfriend and his apartment.",/vP8tPOgmJSNOh4bpOv1bFjid3rZ.jpg,6/25/1981,85300000,106,"[""English"", ""Pусский"", ""Polski""]",The story of a man who wanted to keep the world safe for democracy...and meet girls.,Stripes,6.5,253,/pcS5zYzaiIDnAtgmrRXzspY1DnM.jpg,"[""Bill Murray"", ""Harold Ramis"", ""Warren Oates"", ""P.J. Soles"", ""Sean Young"", ""John Candy"", ""John Larroquette"", ""John Voldstad"", ""John Diehl"", ""Lance LeGault"", ""Roberta Leighton"", ""Conrad Dunn"", ""Judge Reinhold"", ""Antone Pagan"", ""Nick Toth"", ""Bill Paxton""]","[""Ivan Reitman"", ""Ivan Reitman"", ""Daniel Goldberg""]","[""date"", ""ex-girlfriend"", ""u.s. army"", ""military spoof""]"
"[""Drama"", ""Crime"", ""Thriller""]",11975,tt0119978,The Rainmaker,"When Rudy Baylor (Matt Damon), a young attorney with no clients, goes to work for a seedy ambulance chaser, he wants to help the parents of a terminally ill boy in their suit against an insurance company (represented by a ruthless Jon Voight). But to take on corporate America, Rudy and a scrappy paralegal (Danny DeVito) must open their own law firm.",/twLGHXPjQtS8UyVGp5GXmhJiTM7.jpg,11/18/1997,45916769,135,"[""English""]",They were totally unqualified to try the case of a lifetime... but every underdog has his day.,The Rainmaker,6.7,239,/v0IeACcCsKLKqT4eCJsZ60nySQL.jpg,"[""Matt Damon"", ""Danny DeVito"", ""Jon Voight"", ""Claire Danes"", ""Mary Kay Place"", ""Dean Stockwell"", ""Virginia Madsen"", ""Mickey Rourke"", ""Randy Travis"", ""Roy Scheider"", ""Red West"", ""Johnny Whitworth"", ""Andrew Shue"", ""Teresa Wright"", ""Danny Glover"", ""Wayne Emmons"", ""Adrian Roberts"", ""Michael Girardin"", ""Randall King"", ""Justin Ashforth"", ""Michael Keys Hall"", ""James Cunningham"", ""Frank Clem"", ""Alan Woolf"", ""Sonny Shroyer"", ""Pamela Tice Chapman""]","[""Francis Ford Coppola"", ""Steven Reuther"", ""Fred Fuchs"", ""Michael Douglas""]","[""jurors"", ""proof"", ""court case"", ""leukemia"", ""lawyer"", ""courtroom""]"
"[""Drama""]",4995,tt0118749,Boogie Nights,"Set in 1977, back when sex was safe, pleasure was a business and business was booming, idealistic porn producer Jack Horner aspires to elevate his craft to an art form. Horner discovers Eddie Adams, a hot young talent working as a busboy in a nightclub, and welcomes him into the extended family of movie-makers, misfits and hangers-on that are always around. Adams' rise from nobody to a celebrity adult entertainer is meteoric, and soon the whole world seems to know his porn alter ego, ""Dirk Diggler"". Now, when disco and drugs are in vogue, fashion is in flux and the party never seems to stop, Adams' dreams of turning sex into stardom are about to collide with cold, hard reality.",/wnE24UPCPQsQnbBOu4zVE2qaDNm.jpg,9/11/1997,43101594,155,"[""English""]","The life of a dreamer, the days of a business, and the nights in between.",Boogie Nights,7.5,812,/aCjScNN2er7esWOCPAuuO4CFGWw.jpg,"[""Mark Wahlberg"", ""Burt Reynolds"", ""John C. Reilly"", ""Julianne Moore"", ""Thomas Jane"", ""Heather Graham"", ""Philip Seymour Hoffman"", ""William H. Macy"", ""Don Cheadle"", ""Luis Guzmán"", ""Alfred Molina"", ""Robert Ridgely"", ""Philip Baker Hall"", ""Robert Downey Sr."", ""Nicole Ari Parker"", ""Ricky Jay"", ""Rico Bueno"", ""Veronica Hart"", ""Samson Barkhordarian"", ""Nina Hartley"", ""Brad Braeden"", ""Joanna Gleason"", ""Lawrence Hudd"", ""Michael Stein"", ""Stanley DeSantis"", ""Patricia Forte"", ""Kai Lennox"", ""Laurel Holloman"", ""Jason Andrews"", ""Lil' Cinderella"", ""Greg Lauren"", ""Tom Dorfmeister"", ""Jason Jake Cross"", ""Jack Wallace"", ""Selwyn Emerson Miller"", ""Jamielyn Lippman"", ""Missy Spell Tanner"", ""Raymond Laboriel"", ""Melora Walters"", ""Jon Brion"", ""Brian Kehew"", ""Robin Sharp"", ""Audrey Wiechman"", ""Tim Soronen"", ""Michael Jace"", ""Alexander D. Slanger"", ""Tom Lenk"", ""Lexi Leigh"", ""Laura Gronewold"", ""Vernon Guichard II"", ""Tony Tedeschi"", ""Leslie Redden"", ""Gregory T. Daniel"", ""Jonathan Quint"", ""Michael Penn"", ""Don Amendolia"", ""Summer Cummings"", ""Skye Blue"", ""Jack Riley"", ""John Doe"", ""Channon Roe"", ""Mike Gunther"", ""Michael Raye Smith"", ""Michael S. Stencil"", ""Dustin Courtney"", ""Allan Graf"", ""Jose Chaidez"", ""B. Philly Johnson"", ""Joe G.M. Chan"", ""Goliath"", ""Israel Juarbe"", ""George Anthony Rae"", ""Eric Winzenried"", ""Sharon Ferrol-Young"", ""Anne Fletcher"", ""Scott Fowler"", ""Melanie A. Gage"", ""Eddie Garcia"", ""Sebastian La Cause"", ""Lance MacDonald"", ""Diane Mizota"", ""Nathan Prevost"", ""Lisa Ratzin"", ""Dee Dee Weathers"", ""Darrel W. Wright"", ""Greg Bronson"", ""Grace Bustos"", ""Jorga Caye"", ""Tyrone D. Dixon"", ""Theo Mayes"", ""Coleman McClary"", ""Jami Philbrick"", ""Misty Tamburelli"", ""Sean Welch""]","[""Paul Thomas Anderson"", ""Paul Thomas Anderson"", ""Lloyd Levin"", ""Daniel Lupi"", ""John S. Lyons"", ""JoAnne Sellar"", ""Lawrence Gordon"", ""Michael De Luca"", ""Lynn Harris""]","[""pornography"", ""sex"", ""porn actor"", ""pornographic video"", ""from rags to riches"", ""drug"", ""porn industry"", ""gay lead character""]"
"[""Crime"", ""Drama"", ""Romance"", ""Thriller""]",9281,tt0090329,Witness,"A sheltered Amish child is the sole witness of a brutal murder in a restroom at a Philadelphia train station, and he must be protected.  The assignment falls to a taciturn detective who goes undercover in a Pennsylvania Dutch community. On the farm, he slowly assimilates despite his urban grit and forges a romantic bond with the child's beautiful mother.",/rzfewCij3oipDGfs9XjCxIKtRYo.jpg,2/8/1985,68706993,113,"[""Deutsch"", ""English""]",A big city cop. A small country boy. They have nothing in common... but a murder.,Witness,7,390,/q7Fi5JdFNhmN3lgj4O23DEtzKpJ.jpg,"[""Harrison Ford"", ""Kelly McGillis"", ""Josef Sommer"", ""Lukas Haas"", ""Jan Rubes"", ""Alexander Godunov"", ""Danny Glover"", ""Brent Jennings"", ""Patti LuPone"", ""Angus MacInnes"", ""Frederick Rolf"", ""Viggo Mortensen"", ""John Garson"", ""Beverly May"", ""Ed Crowley"", ""Timothy Carhart"", ""Sylvia Kauders"", ""Robert Earl Jones""]","[""Peter Weir"", ""Edward S. Feldman""]","[""corruption"", ""detective"", ""police brutality"", ""amish"", ""suspense"", ""barn raising"", ""lancaster, pa""]"
"[""Adventure"", ""Action"", ""Thriller"", ""Science Fiction""]",563,tt0120201,Starship Troopers,"Set in the future, the story follows a young soldier named Johnny Rico and his exploits in the Mobile Infantry. Rico's military career progresses from recruit to non-commissioned officer and finally to officer against the backdrop of an interstellar war between mankind and an arachnoid species known as ""the Bugs"".",/cxCmv23O7p3hyHwqoktHYkZcGsY.jpg,11/6/1997,121214377,129,"[""English""]",The only good bug is a dead bug.,Starship Troopers,6.7,1584,/j0BB9DoqobGvRqKVeAveP70hWi2.jpg,"[""Casper Van Dien"", ""Dina Meyer"", ""Denise Richards"", ""Jake Busey"", ""Neil Patrick Harris"", ""Clancy Brown"", ""Michael Ironside"", ""Patrick Muldoon"", ""Seth Gilliam"", ""Rue McClanahan"", ""Blake Lindsley"", ""Steven Ford"", ""Ungela Brockman"", ""Bruce Gray"", ""Denise Dowse"", ""Amy Smart"", ""Tami-Adrian George"", ""Julianna McCarthy"", ""Dale Dye"", ""Dean Norris""]","[""Paul Verhoeven"", ""Alan Marshall"", ""Edward Neumeier"", ""Jon Davison"", ""Frances Doel"", ""Stacy Lumbrezer""]","[""moon"", ""asteroid"", ""space marine"", ""intelligence"", ""buenos aires"", ""space battle"", ""dystopia"", ""army"", ""satire"", ""spaceship"", ""soldier"", ""drill instructor"", ""military""]"
"[""Action"", ""Fantasy"", ""Science Fiction""]",9823,tt0119707,Mortal Kombat: Annihilation,"A group of heroic warriors has only six days to save the planet in ""Mortal Kombat Annihilation."" To succeed they must survive the most spectacular series of challenges any human, or god, has ever encountered as they battle an evil warlord bent on taking control of Earth. Sequel to the film ""Mortal Kombat,"" and based on the popular video game.",/ttryglcY2osWZE3sRYBf3ewTZsW.jpg,11/21/1997,51376861,95,"[""English""]","The world was created in six days, so too shall it be destroyed and on the seventh day mankind will rest... in peace",Mortal Kombat: Annihilation,3.8,225,/19EpgKZDkLIwY1TI1pjBJtQ5qdr.jpg,"[""Robin Shou"", ""Talisa Soto"", ""James Remar"", ""Sandra Hess"", ""Lynn 'Red' Williams"", ""Brian Thompson"", ""Reiner Schöne"", ""Musetta Vander"", ""Irina Pantaeva"", ""Deron McBee"", ""Marjean Holden"", ""Litefoot"", ""Chris Conrad"", ""John Medlen"", ""J.J. Perry"", ""Tyrone C. Wiggins"", ""Dennis Keiffer"", ""Ridley Tsui"", ""Keith Cooke"", ""Lance LeGault"", ""Carolyn Seymour"", ""Dana Hee"", ""Ray Park"", ""Ed Boon""]","[""John R. Leonetti"", ""Lawrence Kasanoff""]","[""martial arts"", ""authority"", ""tournament"", ""battle"", ""fighting"", ""based on video game"", ""hand to hand combat""]"
